DATA DA OCORRÊNCIA,NOME EMPPR,FUNCAO-DENOMINACAO,VALOR
1/23/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,8"
1/23/2025,Operador 14,TEC DESENHO INDUSTRIAL,"2,02"
1/23/2025,Operador 15,ASSISTENTE ALMOXARIFADO,1
1/23/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,78"
1/23/2025,Operador 18,MECANICO MANUTENCAO PL,"0,85"
1/23/2025,Operador 20,MECANICO MANUTENCAO PL,"1,8"
1/23/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"1,48"
1/23/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"0,1"
1/23/2025,Operador 24,MECANICO DE MANUTENCAO JR,"1,82"
1/23/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,53"
1/23/2025,Operador 26,MECANICO MANUTENCAO PL,"1,4"
1/23/2025,Operador 27,OP CALD UTI PL,"0,2"
1/23/2025,Operador 28,OP CALD UTI PL,"0,25"
1/23/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"1,73"
1/23/2025,Operador 31,FERRAMENTEIRO SR,"2,38"
1/23/2025,Operador 38,FERRAMENTEIRO SR,2
1/23/2025,Operador 39,MECANICO MANUTENCAO PL,1
1/24/2025,Operador 1,TECNICO ELETRONICO JR,"0,9"
1/24/2025,Operador 2,MECANICO MANUTENCAO SR,"2,35"
1/24/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,88"
1/24/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,43"
1/24/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"1,05"
1/24/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,67"
1/24/2025,Operador 11,OP CALD UTI PL,"0,72"
1/24/2025,Operador 12,TECNICO ELETRONICO JR,"1,57"
1/24/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,47"
1/24/2025,Operador 14,TEC DESENHO INDUSTRIAL,2
1/24/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,57"
1/24/2025,Operador 16,FERRAMENTEIRO SR,"0,72"
1/24/2025,Operador 18,MECANICO MANUTENCAO PL,"1,17"
1/24/2025,Operador 20,MECANICO MANUTENCAO PL,"0,98"
1/24/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"1,35"
1/24/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"0,78"
1/24/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,7"
1/24/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"1,58"
1/24/2025,Operador 31,FERRAMENTEIRO SR,"2,1"
1/24/2025,Operador 33,MECANICO MANUTENCAO SR,"0,2"
1/24/2025,Operador 37,MECANICO MANUTENCAO SR,"1,23"
1/24/2025,Operador 38,FERRAMENTEIRO SR,"1,38"
1/24/2025,Operador 40,MECANICO MANUTENCAO PL,"1,02"
1/25/2025,Operador 1,TECNICO ELETRONICO JR,"0,4"
1/25/2025,Operador 2,MECANICO MANUTENCAO SR,"0,95"
1/25/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"10,77"
1/25/2025,Operador 6,TEC EL ELETRONICO PL - CM,"5,57"
1/25/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,1
1/25/2025,Operador 12,TECNICO ELETRONICO JR,"1,07"
1/25/2025,Operador 14,TEC DESENHO INDUSTRIAL,"6,07"
1/25/2025,Operador 20,MECANICO MANUTENCAO PL,"6,78"
1/25/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"2,23"
1/25/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"2,23"
1/25/2025,Operador 28,OP CALD UTI PL,"0,22"
1/25/2025,Operador 30,TEC ELETRICISTA DE FORCA SR - CM,"0,2"
1/25/2025,Operador 31,FERRAMENTEIRO SR,"5,82"
1/25/2025,Operador 33,MECANICO MANUTENCAO SR,"1,62"
1/25/2025,Operador 36,MECANICO MANUTENCAO SR - CM,"1,58"
1/25/2025,Operador 37,MECANICO MANUTENCAO SR,"0,93"
1/25/2025,Operador 38,FERRAMENTEIRO SR,"10,53"
1/25/2025,Operador 40,MECANICO MANUTENCAO PL,"1,45"
1/26/2025,Operador 1,TECNICO ELETRONICO JR,"0,45"
1/26/2025,Operador 2,MECANICO MANUTENCAO SR,"0,92"
1/26/2025,Operador 8,OP CALD UTI JR,"0,33"
1/26/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"0,72"
1/26/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,33"
1/26/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,45"
1/26/2025,Operador 28,OP CALD UTI PL,"0,22"
1/26/2025,Operador 37,MECANICO MANUTENCAO SR,1
1/27/2025,Operador 1,TECNICO ELETRONICO JR,"0,63"
1/27/2025,Operador 2,MECANICO MANUTENCAO SR,"0,92"
1/27/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,55"
1/27/2025,Operador 4,MECANICO MANUTENCAO SR - CM,2
1/27/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,5"
1/27/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,52"
1/27/2025,Operador 11,OP CALD UTI PL,"2,18"
1/27/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,45"
1/27/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,98"
1/27/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,92"
1/27/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
1/27/2025,Operador 18,MECANICO MANUTENCAO PL,"0,22"
1/27/2025,Operador 20,MECANICO MANUTENCAO PL,"0,23"
1/27/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,53"
1/27/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"0,1"
1/27/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,53"
1/27/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,63"
1/27/2025,Operador 27,OP CALD UTI PL,"0,63"
1/27/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"1,35"
1/27/2025,Operador 31,FERRAMENTEIRO SR,"0,7"
1/27/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,28"
1/27/2025,Operador 37,MECANICO MANUTENCAO SR,"0,18"
1/27/2025,Operador 38,FERRAMENTEIRO SR,"0,5"
1/28/2025,Operador 1,TECNICO ELETRONICO JR,"0,13"
1/28/2025,Operador 2,MECANICO MANUTENCAO SR,"0,53"
1/28/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,47"
1/28/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,88"
1/28/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,45"
1/28/2025,Operador 10,MECANICO DE MANUTENCAO JR,"2,55"
1/28/2025,Operador 11,OP CALD UTI PL,"1,62"
1/28/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,68"
1/28/2025,Operador 14,TEC DESENHO INDUSTRIAL,2
1/28/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,9"
1/28/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,47"
1/28/2025,Operador 18,MECANICO MANUTENCAO PL,"0,73"
1/28/2025,Operador 19,OP UTILIDADES JR,"0,27"
1/28/2025,Operador 20,MECANICO MANUTENCAO PL,"0,25"
1/28/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,25"
1/28/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"1,57"
1/28/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,7"
1/28/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
1/28/2025,Operador 26,MECANICO MANUTENCAO PL,"0,45"
1/28/2025,Operador 27,OP CALD UTI PL,"0,47"
1/28/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,45"
1/28/2025,Operador 31,FERRAMENTEIRO SR,"0,88"
1/28/2025,Operador 33,MECANICO MANUTENCAO SR,"0,18"
1/28/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,87"
1/28/2025,Operador 37,MECANICO MANUTENCAO SR,"0,22"
1/28/2025,Operador 38,FERRAMENTEIRO SR,"0,92"
1/29/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,32"
1/29/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,02"
1/29/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,53"
1/29/2025,Operador 10,MECANICO DE MANUTENCAO JR,"2,7"
1/29/2025,Operador 11,OP CALD UTI PL,"0,42"
1/29/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,02"
1/29/2025,Operador 14,TEC DESENHO INDUSTRIAL,2
1/29/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,98"
1/29/2025,Operador 18,MECANICO MANUTENCAO PL,"1,18"
1/29/2025,Operador 19,OP UTILIDADES JR,"0,13"
1/29/2025,Operador 20,MECANICO MANUTENCAO PL,"1,87"
1/29/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,4"
1/29/2025,Operador 26,MECANICO MANUTENCAO PL,"0,35"
1/29/2025,Operador 27,OP CALD UTI PL,"0,43"
1/29/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"1,9"
1/29/2025,Operador 31,FERRAMENTEIRO SR,"1,5"
1/29/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,93"
1/29/2025,Operador 37,MECANICO MANUTENCAO SR,"0,23"
1/29/2025,Operador 38,FERRAMENTEIRO SR,"0,32"
1/30/2025,Operador 1,TECNICO ELETRONICO JR,"0,38"
1/30/2025,Operador 2,MECANICO MANUTENCAO SR,"1,35"
1/30/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,7"
1/30/2025,Operador 6,TEC EL ELETRONICO PL - CM,"2,05"
1/30/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,27"
1/30/2025,Operador 11,OP CALD UTI PL,"0,27"
1/30/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,03"
1/30/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,98"
1/30/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,23"
1/30/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,28"
1/30/2025,Operador 18,MECANICO MANUTENCAO PL,"1,52"
1/30/2025,Operador 20,MECANICO MANUTENCAO PL,"1,52"
1/30/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,67"
1/30/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"1,37"
1/30/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"2,18"
1/30/2025,Operador 26,MECANICO MANUTENCAO PL,"0,22"
1/30/2025,Operador 27,OP CALD UTI PL,"1,73"
1/30/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"1,23"
1/30/2025,Operador 31,FERRAMENTEIRO SR,"1,48"
1/30/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"2,47"
1/30/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,1"
1/30/2025,Operador 38,FERRAMENTEIRO SR,"1,97"
1/30/2025,Operador 39,MECANICO MANUTENCAO PL,"0,42"
1/31/2025,Operador 1,TECNICO ELETRONICO JR,"1,17"
1/31/2025,Operador 2,MECANICO MANUTENCAO SR,"1,92"
1/31/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,47"
1/31/2025,Operador 5,MECANICO MANUTENCAO PL,"1,22"
1/31/2025,Operador 6,TEC EL ELETRONICO PL - CM,"2,05"
1/31/2025,Operador 10,MECANICO DE MANUTENCAO JR,"2,47"
1/31/2025,Operador 11,OP CALD UTI PL,"0,4"
1/31/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,15"
1/31/2025,Operador 14,TEC DESENHO INDUSTRIAL,"2,02"
1/31/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,9"
1/31/2025,Operador 18,MECANICO MANUTENCAO PL,"1,68"
1/31/2025,Operador 20,MECANICO MANUTENCAO PL,"0,85"
1/31/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"1,18"
1/31/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"2,07"
1/31/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,33"
1/31/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"1,92"
1/31/2025,Operador 26,MECANICO MANUTENCAO PL,"0,53"
1/31/2025,Operador 27,OP CALD UTI PL,"1,05"
1/31/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"1,07"
1/31/2025,Operador 31,FERRAMENTEIRO SR,"1,32"
1/31/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"2,35"
1/31/2025,Operador 38,FERRAMENTEIRO SR,"0,37"
1/31/2025,Operador 39,MECANICO MANUTENCAO PL,"0,13"
2/1/2025,Operador 1,TECNICO ELETRONICO JR,"0,62"
2/1/2025,Operador 2,MECANICO MANUTENCAO SR,"1,65"
2/1/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,45"
2/1/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,25"
2/1/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,78"
2/1/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,45"
2/1/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,62"
2/1/2025,Operador 26,MECANICO MANUTENCAO PL,"0,43"
2/1/2025,Operador 27,OP CALD UTI PL,"0,1"
2/1/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,25"
2/1/2025,Operador 31,FERRAMENTEIRO SR,"9,13"
2/1/2025,Operador 32,MECANICO MANUTENCAO SR,"0,43"
2/1/2025,Operador 39,MECANICO MANUTENCAO PL,"0,53"
2/2/2025,Operador 1,TECNICO ELETRONICO JR,"0,6"
2/2/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"7,03"
2/2/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,57"
2/2/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,58"
2/2/2025,Operador 32,MECANICO MANUTENCAO SR,"0,1"
2/2/2025,Operador 39,MECANICO MANUTENCAO PL,"0,02"
2/3/2025,Operador 1,TECNICO ELETRONICO JR,"0,62"
2/3/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,73"
2/3/2025,Operador 5,MECANICO MANUTENCAO PL,"0,48"
2/3/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,2"
2/3/2025,Operador 9,TEC ELETRICISTA DE FORCA SR - CM,"1,2"
2/3/2025,Operador 10,MECANICO DE MANUTENCAO JR,"2,18"
2/3/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,97"
2/3/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,8"
2/3/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"1,13"
2/3/2025,Operador 16,FERRAMENTEIRO SR,"0,17"
2/3/2025,Operador 18,MECANICO MANUTENCAO PL,"1,03"
2/3/2025,Operador 20,MECANICO MANUTENCAO PL,"1,32"
2/3/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,6"
2/3/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,6"
2/3/2025,Operador 31,FERRAMENTEIRO SR,"1,68"
2/3/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,7"
2/3/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,23"
2/3/2025,Operador 37,MECANICO MANUTENCAO SR,"1,88"
2/3/2025,Operador 38,FERRAMENTEIRO SR,"0,87"
2/3/2025,Operador 39,MECANICO MANUTENCAO PL,"0,02"
2/3/2025,Operador 40,MECANICO MANUTENCAO PL,"1,75"
2/4/2025,Operador 1,TECNICO ELETRONICO JR,"0,72"
2/4/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,37"
2/4/2025,Operador 4,MECANICO MANUTENCAO SR - CM,2
2/4/2025,Operador 5,MECANICO MANUTENCAO PL,"0,02"
2/4/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,95"
2/4/2025,Operador 10,MECANICO DE MANUTENCAO JR,"1,88"
2/4/2025,Operador 11,OP CALD UTI PL,1
2/4/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,32"
2/4/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,98"
2/4/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,67"
2/4/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,82"
2/4/2025,Operador 18,MECANICO MANUTENCAO PL,"0,42"
2/4/2025,Operador 20,MECANICO MANUTENCAO PL,"0,43"
2/4/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"1,2"
2/4/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"1,95"
2/4/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,32"
2/4/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,72"
2/4/2025,Operador 26,MECANICO MANUTENCAO PL,"0,32"
2/4/2025,Operador 27,OP CALD UTI PL,"0,13"
2/4/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,32"
2/4/2025,Operador 31,FERRAMENTEIRO SR,"1,5"
2/4/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,48"
2/4/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"0,7"
2/4/2025,Operador 37,MECANICO MANUTENCAO SR,"0,18"
2/4/2025,Operador 38,FERRAMENTEIRO SR,"1,98"
2/5/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,33"
2/5/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,98"
2/5/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,45"
2/5/2025,Operador 10,MECANICO DE MANUTENCAO JR,"1,3"
2/5/2025,Operador 11,OP CALD UTI PL,"0,17"
2/5/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,07"
2/5/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,98"
2/5/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"1,25"
2/5/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,37"
2/5/2025,Operador 18,MECANICO MANUTENCAO PL,"1,5"
2/5/2025,Operador 19,OP UTILIDADES JR,"0,15"
2/5/2025,Operador 20,MECANICO MANUTENCAO PL,"1,95"
2/5/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"2,18"
2/5/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,48"
2/5/2025,Operador 26,MECANICO MANUTENCAO PL,"0,47"
2/5/2025,Operador 27,OP CALD UTI PL,"0,22"
2/5/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,17"
2/5/2025,Operador 31,FERRAMENTEIRO SR,"2,18"
2/5/2025,Operador 33,MECANICO MANUTENCAO SR,"0,13"
2/5/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,2"
2/5/2025,Operador 35,ASSISTENTE DE MANUTENCAO,"1,4"
2/5/2025,Operador 38,FERRAMENTEIRO SR,"0,15"
2/6/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,4"
2/6/2025,Operador 6,TEC EL ELETRONICO PL - CM,"0,82"
2/6/2025,Operador 10,MECANICO DE MANUTENCAO JR,"1,37"
2/6/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"0,92"
2/6/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,97"
2/6/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,85"
2/6/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,42"
2/6/2025,Operador 18,MECANICO MANUTENCAO PL,"0,48"
2/6/2025,Operador 19,OP UTILIDADES JR,"0,25"
2/6/2025,Operador 20,MECANICO MANUTENCAO PL,"0,48"
2/6/2025,Operador 23,ASSISTENTE DE MANUTENCAO,2
2/6/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,58"
2/6/2025,Operador 26,MECANICO MANUTENCAO PL,"0,3"
2/6/2025,Operador 27,OP CALD UTI PL,"0,23"
2/6/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,32"
2/6/2025,Operador 31,FERRAMENTEIRO SR,"1,9"
2/6/2025,Operador 32,MECANICO MANUTENCAO SR,"0,12"
2/6/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,22"
2/6/2025,Operador 37,MECANICO MANUTENCAO SR,"0,1"
2/6/2025,Operador 38,FERRAMENTEIRO SR,"0,72"
2/6/2025,Operador 39,MECANICO MANUTENCAO PL,"0,35"
2/7/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,73"
2/7/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,75"
2/7/2025,Operador 10,MECANICO DE MANUTENCAO JR,1
2/7/2025,Operador 12,TECNICO ELETRONICO JR,"0,8"
2/7/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,73"
2/7/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,63"
2/7/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"1,32"
2/7/2025,Operador 18,MECANICO MANUTENCAO PL,"0,73"
2/7/2025,Operador 20,MECANICO MANUTENCAO PL,"0,43"
2/7/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,35"
2/7/2025,Operador 26,MECANICO MANUTENCAO PL,"0,23"
2/7/2025,Operador 27,OP CALD UTI PL,"0,48"
2/7/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,72"
2/7/2025,Operador 31,FERRAMENTEIRO SR,2
2/7/2025,Operador 32,MECANICO MANUTENCAO SR,"0,05"
2/7/2025,Operador 33,MECANICO MANUTENCAO SR,"0,18"
2/7/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,"1,18"
2/7/2025,Operador 38,FERRAMENTEIRO SR,"0,83"
2/7/2025,Operador 39,MECANICO MANUTENCAO PL,"0,33"
2/8/2025,Operador 1,TECNICO ELETRONICO JR,"0,58"
2/8/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,27"
2/8/2025,Operador 10,MECANICO DE MANUTENCAO JR,"7,92"
2/8/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,72"
2/8/2025,Operador 20,MECANICO MANUTENCAO PL,"6,65"
2/8/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,58"
2/8/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"5,45"
2/8/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,87"
2/8/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,57"
2/8/2025,Operador 26,MECANICO MANUTENCAO PL,"0,32"
2/8/2025,Operador 27,OP CALD UTI PL,"0,32"
2/8/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,27"
2/8/2025,Operador 31,FERRAMENTEIRO SR,"5,25"
2/9/2025,Operador 1,TECNICO ELETRONICO JR,"0,45"
2/9/2025,Operador 2,MECANICO MANUTENCAO SR,"1,35"
2/9/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,33"
2/9/2025,Operador 6,TEC EL ELETRONICO PL - CM,"5,42"
2/9/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,13"
2/9/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,45"
2/9/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,17"
2/9/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,43"
2/9/2025,Operador 26,MECANICO MANUTENCAO PL,"0,15"
2/9/2025,Operador 27,OP CALD UTI PL,"0,2"
2/9/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,33"
2/9/2025,Operador 34,TEC EL ELETRONICO ESPEC - CM,6
2/10/2025,Operador 1,TECNICO ELETRONICO JR,"0,47"
2/10/2025,Operador 2,MECANICO MANUTENCAO SR,"1,12"
2/10/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"1,53"
2/10/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,95"
2/10/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,82"
2/10/2025,Operador 11,OP CALD UTI PL,"0,1"
2/10/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,28"
2/10/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,27"
2/10/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,7"
2/10/2025,Operador 16,FERRAMENTEIRO SR,"0,22"
2/10/2025,Operador 18,MECANICO MANUTENCAO PL,"2,92"
2/10/2025,Operador 19,OP UTILIDADES JR,"0,23"
2/10/2025,Operador 20,MECANICO MANUTENCAO PL,"1,92"
2/10/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,63"
2/10/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,47"
2/10/2025,Operador 31,FERRAMENTEIRO SR,"1,47"
2/10/2025,Operador 37,MECANICO MANUTENCAO SR,"0,5"
2/10/2025,Operador 38,FERRAMENTEIRO SR,"0,63"
2/10/2025,Operador 40,MECANICO MANUTENCAO PL,"0,37"
2/11/2025,Operador 1,TECNICO ELETRONICO JR,"0,55"
2/11/2025,Operador 2,MECANICO MANUTENCAO SR,"1,22"
2/11/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,53"
2/11/2025,Operador 4,MECANICO MANUTENCAO SR - CM,"2,02"
2/11/2025,Operador 5,MECANICO MANUTENCAO PL,"0,5"
2/11/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,78"
2/11/2025,Operador 10,MECANICO DE MANUTENCAO JR,"0,68"
2/11/2025,Operador 11,OP CALD UTI PL,"1,25"
2/11/2025,Operador 13,MECANICO MANUTENCAO ESPECIALISTA,"1,63"
2/11/2025,Operador 14,TEC DESENHO INDUSTRIAL,"1,95"
2/11/2025,Operador 15,ASSISTENTE ALMOXARIFADO,"0,88"
2/11/2025,Operador 16,FERRAMENTEIRO SR,"0,22"
2/11/2025,Operador 17,TEC ELETRICISTA DE FORCA SR - CM,"0,6"
2/11/2025,Operador 18,MECANICO MANUTENCAO PL,"1,13"
2/11/2025,Operador 19,OP UTILIDADES JR,"0,15"
2/11/2025,Operador 20,MECANICO MANUTENCAO PL,"0,73"
2/11/2025,Operador 21,MECANICO MANUTENCAO SR - CM,"0,55"
2/11/2025,Operador 23,ASSISTENTE DE MANUTENCAO,"2,38"
2/11/2025,Operador 24,MECANICO DE MANUTENCAO JR,"0,62"
2/11/2025,Operador 25,TEC ELETRICISTA DE FORCA SR - CM,"0,53"
2/11/2025,Operador 26,MECANICO MANUTENCAO PL,"0,57"
2/11/2025,Operador 27,OP CALD UTI PL,"0,38"
2/11/2025,Operador 29,TEC ELETRICISTA DE FORCA SR - CM,"0,58"
2/11/2025,Operador 31,FERRAMENTEIRO SR,"2,08"
2/11/2025,Operador 37,MECANICO MANUTENCAO SR,"0,12"
2/11/2025,Operador 38,FERRAMENTEIRO SR,"1,55"
2/12/2025,Operador 1,TECNICO ELETRONICO JR,"0,38"
2/12/2025,Operador 2,MECANICO MANUTENCAO SR,"0,98"
2/12/2025,Operador 3,TEC ELETRICO MECANICO PL,"0,53"
2/12/2025,Operador 4,MECANICO MANUTENCAO SR - CM,2
2/12/2025,Operador 5,MECANICO MANUTENCAO PL,"0,38"
2/12/2025,Operador 6,TEC EL ELETRONICO PL - CM,"1,62"
2/12/2025,Operador 10,MECANICO DE MANUTENCAO JR,"1,43"
2/12/2025,Operador 11,OP CALD UTI PL,"0,2"
