Descrição da falha,Tipo de atividade,CÓDIGO DA OS,Ativo ,Equipe responsável,Executor (tecnico),Início,Fim,Hora início,Hora fim,Duração,Custo real dos técnicos (custo m.o.),Custo total real
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0079,329-001 - BASES,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,1/4/2025,1/4/2025,16:10:00,16:40:00,00:30:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0072,331-001 - BASE DESENROLADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,1/4/2025,1/4/2025,04:00:00,05:30:00,01:30:00,"27,27","27,27"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0076,331-005 - BERÇO 04,EQ-ATV-002 - EQUIPE CORRETIVA,65029 - OPERADOR 19,1/4/2025,1/4/2025,13:00:00,14:06:00,01:06:00,20,20
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0089,339-005 - BOBINADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,1/4/2025,1/5/2025,23:00:00,00:30:00,01:30:00,"53,94","53,94"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0113,444-023 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65090 - OPERADOR 22,1/4/2025,1/4/2025,20:00:00,22:00:00,02:00:00,"45,44","45,44"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0075,452-011 - PRENSA 150MM PARA ISOLAMENTO,EQ-ATV-002 - EQUIPE CORRETIVA,65029 - OPERADOR 19,1/4/2025,1/4/2025,07:00:00,12:02:00,05:02:00,"91,51","91,51"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0067,UTIL-125 - CHILLER 240.000 BTU #444 #475 #477 #488,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,1/4/2025,1/4/2025,01:10:00,02:00:00,00:50:00,"18,93","18,93"
Falha na resistência,Manutenção corretiva,CORRETIVA-01-25-0103,#158 - FORNO MAXIMO,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/5/2025,1/5/2025,11:30:00,12:00:00,00:30:00,0,0
Falha no sistema de aquecimento,Manutenção corretiva,CORRETIVA-01-25-0163,#158 - FORNO MAXIMO,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,1/5/2025,1/5/2025,15:00:00,17:00:00,02:00:00,"36,36","36,36"
Travamento hidráulico,Manutenção corretiva,CORRETIVA-01-25-0117,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65041 - OPERADOR 20,1/5/2025,1/6/2025,22:52:00,06:25:00,07:33:00,"134,54","134,54"
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-01-25-0100,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,1/5/2025,1/5/2025,07:00:00,16:15:00,09:15:00,"168,17","168,17"
Falha no motor principal,Manutenção corretiva,CORRETIVA-01-25-0159,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,1/5/2025,1/5/2025,15:00:00,23:00:00,08:00:00,"145,44","145,44"
Falha no motor principal,Manutenção corretiva,CORRETIVA-01-25-0117,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65041 - OPERADOR 20,1/5/2025,1/6/2025,22:52:00,06:25:00,07:33:00,"134,54","134,54"
Sensor de temperatura defeituoso,Manutenção corretiva,CORRETIVA-01-25-0107,#208 - INJETORA A SECO BB T-50-35 #208,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,1/5/2025,1/5/2025,12:00:00,14:30:00,02:30:00,"45,45","45,45"
Sensor de temperatura defeituoso,Manutenção corretiva,CORRETIVA-01-25-0099,#219 - INJETORA A SECO AA #219,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,1/5/2025,1/5/2025,11:30:00,13:00:00,01:30:00,"34,08","34,08"
Correia desalinhada,Manutenção corretiva,CORRETIVA-01-25-0092,#329 - ESTEIRA CABALLE DT-1250 #329,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,1/5/2025,1/5/2025,05:00:00,05:20:00,00:20:00,"7,57","7,57"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0094,#442 - PRENSA WUXI NANFANG #442,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/5/2025,1/5/2025,07:00:00,08:40:00,01:40:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0096,#442 - PRENSA WUXI NANFANG #442,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,1/5/2025,1/5/2025,10:20:00,11:00:00,00:40:00,"15,15","15,15"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0097,#444 - POLITRIZ CV LINE DST #444,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,1/5/2025,1/5/2025,07:00:00,12:00:00,05:00:00,"90,9","90,9"
Superaquecimento,Manutenção corretiva,CORRETIVA-01-25-0095,#452 - POLITRIZ NOKIA .,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/5/2025,1/5/2025,09:15:00,10:35:00,01:20:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0106,#584 - FRESADORA FLECHTMASCHINEN KAPELMASCHINEN,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/5/2025,1/5/2025,13:30:00,14:00:00,00:30:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0114,#668 - FRACIONADORA - EMBALADORA,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,1/5/2025,1/5/2025,20:00:00,21:20:00,01:20:00,"24,24","24,24"
Superaquecimento,Manutenção corretiva,CORRETIVA-01-25-0090,#668 - FRACIONADORA - EMBALADORA,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,1/5/2025,1/5/2025,03:00:00,05:00:00,02:00:00,"36,36","36,36"
Desgaste prematuro,Manutenção corretiva,CORRETIVA-01-25-0108,#668 - FRACIONADORA - EMBALADORA,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,1/5/2025,1/5/2025,08:00:00,09:30:00,01:30:00,"27,27","27,27"
Entupimento da câmara,Manutenção corretiva,CORRETIVA-01-25-0101,#885 - GRANULADORA CABALLÉ #885,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/5/2025,1/5/2025,10:35:00,11:00:00,00:25:00,0,0
Falha no sistema de aquecimento,Manutenção corretiva,CORRETIVA-01-25-0120,192-002 - FORNO CONTINUO #2,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,1/5/2025,1/5/2025,23:00:00,23:45:00,00:45:00,"17,04","17,04"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0159,192-011-004 - GAIOLA 04,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,1/5/2025,1/5/2025,15:00:00,23:00:00,08:00:00,"145,44","145,44"
Superaquecimento,Manutenção corretiva,CORRETIVA-01-25-0116,208-010 - UNIDADE HIDRÁULICA,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,1/5/2025,1/5/2025,18:20:00,19:00:00,00:40:00,"12,12","12,12"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0119,211-008 - BOBINADOR 2,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,1/5/2025,1/6/2025,23:00:00,03:00:00,04:00:00,"144,84","144,84"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0115,295-010 - UNIDADE HIDRÁULICA,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,1/5/2025,1/5/2025,18:00:00,19:00:00,01:00:00,"18,18","18,18"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0160,295-010 - UNIDADE HIDRÁULICA,EQ-ATV-002 - EQUIPE CORRETIVA,93170 - OPERADOR 32,1/5/2025,1/6/2025,21:20:00,22:30:00,1:10:00 AM,"21,21","21,21"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0088,339-005 - BOBINADOR,EQ-ATV-002 - EQUIPE CORRETIVA,64891 - OPERADOR 3,1/5/2025,1/5/2025,04:20:00,05:58:00,01:38:00,"29,69","29,69"
Superaquecimento,Manutenção corretiva,CORRETIVA-01-25-0093,442-008 - PRENSA 120 MM,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,1/5/2025,1/5/2025,05:50:00,06:20:00,00:30:00,"11,36","11,36"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0093,442-009 - PRENSA 90 MM,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,1/5/2025,1/5/2025,05:50:00,06:20:00,00:30:00,"11,36","11,36"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0109,442-011 - CATE DE SAÍDA,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,1/5/2025,1/5/2025,10:00:00,11:30:00,01:30:00,"27,27","27,27"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0102,582-002 - TRANÇADEIRA 32 BOBINAS,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/5/2025,1/5/2025,11:00:00,11:30:00,00:30:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0098,890-GUIADEIRA - GUIADEIRA TR-5,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,1/5/2025,1/5/2025,11:00:00,11:30:00,00:30:00,"11,36","11,36"
Quebra do termopar,Manutenção corretiva,CORRETIVA-01-25-0131,#158 - FORNO MAXIMO,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,1/6/2025,1/6/2025,07:00:00,14:30:00,07:30:00,"136,35","136,35"
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-01-25-0140,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,1/6/2025,1/6/2025,09:00:00,12:00:00,03:00:00,"68,16","68,16"
Desgaste dos mancais,Manutenção corretiva,CORRETIVA-01-25-0212,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,1/6/2025,1/7/2025,23:00:00,02:00:00,03:00:00,"53,94","53,94"
Travamento hidráulico,Manutenção corretiva,CORRETIVA-01-25-0130,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,1/6/2025,1/6/2025,06:59:00,15:00:00,08:01:00,"145,44","145,44"
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-01-25-0212,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,1/6/2025,1/7/2025,23:00:00,02:00:00,03:00:00,"53,94","53,94"
Sensor de temperatura defeituoso,Manutenção corretiva,CORRETIVA-01-25-0143,#297 - INJETORA SYNCRO F13 - 2,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/6/2025,1/6/2025,11:15:00,12:00:00,00:45:00,0,0
Desgaste excessivo da lâmina,Manutenção corretiva,CORRETIVA-01-25-0141,#305 - CORTADEIRA DOBRADEIRA TERMOMECANICA #305,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/6/2025,1/6/2025,08:45:00,10:30:00,01:45:00,0,0
Problema no motor da lâmina,Manutenção corretiva,CORRETIVA-01-25-0150,#312 - CORTADEIRA DOBRADEIRA J.A. KRAFT 20.195 #312,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,1/6/2025,1/6/2025,12:45:00,14:30:00,01:45:00,"31,82","31,82"
Desgaste excessivo da lâmina,Manutenção corretiva,CORRETIVA-01-25-0158,#312 - CORTADEIRA DOBRADEIRA J.A. KRAFT 20.195 #312,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,1/6/2025,1/6/2025,21:20:00,23:00:00,01:40:00,0,0
Problema no motor da lâmina,Manutenção corretiva,CORRETIVA-01-25-0148,#327 - CORTADEIRA DOBRADEIRA DALOO KM 630-18 #327,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,1/6/2025,1/6/2025,12:31:00,14:40:00,02:09:00,"37,87","37,87"
Problema no motor da lâmina,Manutenção corretiva,CORRETIVA-01-25-0152,#334 - CORTADEIRA TUBULAR SPAMA TC-620 #334,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,1/6/2025,1/6/2025,16:05:00,17:35:00,01:30:00,0,0
Correia desalinhada,Manutenção corretiva,CORRETIVA-01-25-0154,#339 - ESTEIRA LESMO DT-1250 #339,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,1/6/2025,1/6/2025,15:05:00,16:00:00,00:55:00,0,0
Falha no cilindro hidráulico,Manutenção corretiva,CORRETIVA-01-25-0156,#362 - DOBRADEIRA SPAROLLETI - 2,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,1/6/2025,1/6/2025,19:05:00,20:10:00,01:05:00,0,0
Sensor de ângulo defeituoso,Manutenção corretiva,CORRETIVA-01-25-0149,#362 - DOBRADEIRA SPAROLLETI - 2,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,1/6/2025,1/6/2025,12:01:00,12:45:00,00:44:00,"13,33","13,33"
Desgaste nas articulações,Manutenção corretiva,CORRETIVA-01-25-0142,#362 - DOBRADEIRA SPAROLLETI - 2,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/6/2025,1/6/2025,10:30:00,11:15:00,00:45:00,0,0
Problema no motor da lâmina,Manutenção corretiva,CORRETIVA-01-25-0155,#386 - CORTADEIRA DOBRADEIRA SPAMA MRC-560 #386,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,1/6/2025,1/6/2025,17:40:00,19:00:00,01:20:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0165,#443 - PRENSA DST #443,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/6/2025,1/6/2025,13:00:00,13:40:00,00:40:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0166,#446 - PRENSA ROSENDAHL NEXTROM Ø120/24D #446,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/6/2025,1/6/2025,13:40:00,14:15:00,00:35:00,0,0
Desgaste prematuro,Manutenção corretiva,CORRETIVA-01-25-0132,#452 - POLITRIZ NOKIA .,EQ-ATV-002 - EQUIPE CORRETIVA,64967 - OPERADOR 13,1/6/2025,1/6/2025,07:00:00,16:00:00,09:00:00,"163,62","163,62"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0157,#475 - POLITRIZ CV LINE BB #475,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,1/6/2025,1/6/2025,20:15:00,21:20:00,01:05:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0144,#547 - FRESADORA SPAMA #547,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,1/6/2025,1/6/2025,09:30:00,11:15:00,01:45:00,"31,82","31,82"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0189,#547 - FRESADORA SPAMA #547,EQ-ATV-002 - EQUIPE CORRETIVA,65029 - OPERADOR 19,1/6/2025,1/6/2025,15:00:00,16:00:00,01:00:00,"18,18","18,18"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0145,#580 - FRESADORA HEFEI SMARTER 600 #580,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,1/6/2025,1/6/2025,11:15:00,12:00:00,00:45:00,"13,64","13,64"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0146,#580 - FRESADORA HEFEI SMARTER 600 #580,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,1/6/2025,1/6/2025,12:00:00,12:30:00,00:30:00,"11,36","11,36"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0122,#584 - FRESADORA FLECHTMASCHINEN KAPELMASCHINEN,EQ-ATV-002 - EQUIPE CORRETIVA,65272 - OPERADOR 26,1/6/2025,1/6/2025,04:00:00,05:30:00,01:30:00,"54,54","54,54"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0128,#657 - FRACIONADORA #657,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,1/6/2025,1/6/2025,05:30:00,05:55:00,00:25:00,"9,47","9,47"
Travamento inesperado,Manutenção corretiva,CORRETIVA-01-25-0191,#668 - FRACIONADORA - EMBALADORA,EQ-ATV-002 - EQUIPE CORRETIVA,65029 - OPERADOR 19,1/6/2025,1/6/2025,17:00:00,19:00:00,02:00:00,"36,36","36,36"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0139,#668 - FRACIONADORA - EMBALADORA,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,1/6/2025,1/6/2025,08:30:00,09:30:00,01:00:00,"18,18","18,18"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0138,#678 - FRACIONADORA #678,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,1/6/2025,1/6/2025,07:00:00,08:30:00,01:30:00,"27,27","27,27"
Entupimento da câmara,Manutenção corretiva,CORRETIVA-01-25-0147,#848 - GRANULADORA TERMOMECANICA #848,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,1/6/2025,1/6/2025,12:29:00,13:00:00,00:31:00,"11,36","11,36"
Falha no motor de trituração,Manutenção corretiva,CORRETIVA-01-25-0123,#885 - GRANULADORA CABALLÉ #885,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,1/6/2025,1/6/2025,00:10:00,00:30:00,00:20:00,"7,57","7,57"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0153,192-004 - CALHAS DE METAL,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,1/6/2025,1/6/2025,16:00:00,17:00:00,01:00:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0126,192-019 - DESGAZEIFICADOR,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,1/6/2025,1/6/2025,03:15:00,03:30:00,00:15:00,"5,68","5,68"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0135,211-007 - BOBINADOR 1,EQ-ATV-002 - EQUIPE CORRETIVA,007 - OPERADOR 72,1/6/2025,1/6/2025,08:00:00,11:00:00,03:00:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0125,211-014 - PAINEL ELÉTRICO E COMANDO,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,1/6/2025,1/6/2025,03:00:00,03:15:00,00:15:00,"5,68","5,68"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0161,221-005 - BALANÇA,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,1/6/2025,1/6/2025,23:30:00,23:59:00,00:29:00,0,0
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0151,295-008 - BOBINADOR 2,EQ-ATV-002 - EQUIPE CORRETIVA,007 - OPERADOR 72,1/6/2025,1/6/2025,14:00:00,16:00:00,02:00:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0127,298-009 - COILER,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,1/6/2025,1/6/2025,05:00:00,05:25:00,00:25:00,"9,47","9,47"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0124,329-003-003 - CABRESTANTE,EQ-ATV-002 - EQUIPE CORRETIVA,65042 - OPERADOR 21,1/6/2025,1/6/2025,02:30:00,02:50:00,00:20:00,"7,57","7,57"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0192,361-007 - GAIOLA 07,EQ-ATV-002 - EQUIPE CORRETIVA,65029 - OPERADOR 19,1/6/2025,1/6/2025,19:00:00,20:50:00,01:50:00,"33,33","33,33"
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0173,361-013-005 - TRANSMISSÃO,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,1/6/2025,1/6/2025,17:00:00,19:00:00,02:00:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0190,545-004 - GAIOLA 2,EQ-ATV-002 - EQUIPE CORRETIVA,65029 - OPERADOR 19,1/6/2025,1/6/2025,16:00:00,17:00:00,01:00:00,"18,18","18,18"
Falha no cilindro hidráulico,Manutenção corretiva,CORRETIVA-01-25-0133,UTIL-84 - COMPRESSOR DE AR DOBRADEIRA #12,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/6/2025,1/6/2025,08:00:00,08:30:00,00:30:00,0,0
Problema no painel elétrico,Manutenção corretiva,CORRETIVA-01-25-0174,#158 - FORNO MAXIMO,EQ-ATV-002 - EQUIPE CORRETIVA,64990 - OPERADOR 15,1/7/2025,1/7/2025,07:00:00,14:30:00,07:30:00,"136,35","136,35"
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-01-25-0176,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,64989 - OPERADOR 14,1/7/2025,1/7/2025,07:00:00,15:00:00,08:00:00,"145,44","145,44"
Falha no motor principal,Manutenção corretiva,CORRETIVA-01-25-0214,#190 - CALANDRA  JOB-789 #190,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,1/7/2025,1/8/2025,23:00:00,02:00:00,05:48:00,"53,94","53,94"
Desgaste dos mancais,Manutenção corretiva,CORRETIVA-01-25-0213,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,1/7/2025,1/7/2025,02:00:00,07:00:00,05:00:00,"90,9","90,9"
Travamento hidráulico,Manutenção corretiva,CORRETIVA-01-25-0214,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,65027 - OPERADOR 18,1/7/2025,1/8/2025,23:00:00,02:00:00,05:48:00,"53,94","53,94"
Desalinhamento dos rolos,Manutenção corretiva,CORRETIVA-01-25-0167,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,64965 - OPERADOR 11,1/7/2025,1/7/2025,07:00:00,15:00:00,08:00:00,"181,76","181,76"
Falha no motor principal,Manutenção corretiva,CORRETIVA-01-25-0233,#192 - CALANDRA MINI 813 #192,EQ-ATV-002 - EQUIPE CORRETIVA,93664 - OPERADOR 37,1/7/2025,1/7/2025,12:00:00,16:00:00,04:00:00,0,0
Falha no sistema hidráulico,Manutenção corretiva,CORRETIVA-01-25-0195,#202 - INJETORA A SECO AA #202,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,1/7/2025,1/7/2025,17:02:00,19:00:00,01:58:00,0,0
Falha no sistema hidráulico,Manutenção corretiva,CORRETIVA-01-25-0186,#221 - INJETORA A SECO AA H20 #221,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/7/2025,1/7/2025,09:30:00,10:00:00,00:30:00,0,0
Travamento do molde,Manutenção corretiva,CORRETIVA-01-25-0185,#295 - INJETORA A SECO AA #295,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/7/2025,1/7/2025,11:30:00,12:00:00,00:30:00,0,0
Falha no sistema hidráulico,Manutenção corretiva,CORRETIVA-01-25-0175,#296 - INJETORA SYNCRO F13 - 1,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/7/2025,1/7/2025,09:00:00,09:30:00,00:30:00,0,0
Travamento do molde,Manutenção corretiva,CORRETIVA-01-25-0188,#297 - INJETORA SYNCRO F13 - 2,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/7/2025,1/7/2025,12:40:00,13:30:00,00:50:00,0,0
Problema no motor da lâmina,Manutenção corretiva,CORRETIVA-01-25-0197,#332 - CORTADEIRA TUBULAR SPAMA TC-610 #332,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,1/7/2025,1/7/2025,20:25:00,23:00:00,02:35:00,0,0
Desgaste excessivo da lâmina,Manutenção corretiva,CORRETIVA-01-25-0177,#334 - CORTADEIRA TUBULAR SPAMA TC-620 #334,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/7/2025,1/7/2025,10:30:00,11:30:00,01:00:00,0,0
Falha no sistema elétrico,Manutenção corretiva,CORRETIVA-01-25-0170,#334 - CORTADEIRA TUBULAR SPAMA TC-620 #334,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,1/7/2025,1/7/2025,07:00:00,10:00:00,03:00:00,"54,54","54,54"
Falha no motor de tração,Manutenção corretiva,CORRETIVA-01-25-0184,#354 - ESTEIRA BARTEL DT-1800 #354,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,1/7/2025,1/7/2025,12:15:00,14:30:00,02:15:00,"40,91","40,91"
Desgaste excessivo da lâmina,Manutenção corretiva,CORRETIVA-01-25-0196,#386 - CORTADEIRA DOBRADEIRA SPAMA MRC-560 #386,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,1/7/2025,1/7/2025,19:02:00,20:20:00,01:18:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0203,#451 - PRENSA - 150 EH 2400.1.150-25D,EQ-ATV-002 - EQUIPE CORRETIVA,64919 - OPERADOR 5,1/7/2025,1/7/2025,03:40:00,05:40:00,02:00:00,"36,36","36,36"
Travamento inesperado,Manutenção corretiva,CORRETIVA-01-25-0230,#452 - POLITRIZ NOKIA .,EQ-ATV-002 - EQUIPE CORRETIVA,64967 - OPERADOR 13,1/7/2025,1/7/2025,09:10:00,15:00:00,05:50:00,"106,05","106,05"
Falha elétrica,Manutenção corretiva,CORRETIVA-01-25-0169,#475 - POLITRIZ CV LINE BB #475,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/7/2025,1/7/2025,07:30:00,08:00:00,00:30:00,0,0
Falha mecânica geral,Manutenção corretiva,CORRETIVA-01-25-0194,#545 - FRESADORA CABALLÉ #545,EQ-ATV-002 - EQUIPE CORRETIVA,93454 - OPERADOR 35,1/7/2025,1/7/2025,15:10:00,17:00:00,01:50:00,0,0
Superaquecimento,Manutenção corretiva,CORRETIVA-01-25-0168,#547 - FRESADORA SPAMA #547,EQ-ATV-002 - EQUIPE CORRETIVA,93545 - OPERADOR 36,1/7/2025,1/7/2025,07:00:00,07:30:00,00:30:00,0,0
Desgaste prematuro,Manutenção corretiva,CORRETIVA-01-25-0182,#547 - FRESADORA SPAMA #547,EQ-ATV-002 - EQUIPE CORRETIVA,65273 - OPERADOR 27,1/7/2025,1/7/2025,11:00:00,12:15:00,01:15:00,"22,73","22,73"
